ID,Topic,Domain,emotion,text
24294,Education,Youtube,Sadness,তোমারে বুলি দিব না গালি দিব বলে দাও?( তুমি) 
13631,Personal,Youtube,Sadness,ইউটিউব এ রানার সফলতা কে কাজে লাগিয়ে নিজে ব্যাবসা চুদানোর ধান্দা গুছাইছো বাইঞ্চদ🖕🖕 
26828,Personal,Youtube,Sadness,তৌহিদ মা কে চুদা 
12707,Personal,Facebook,Fear,জ্বর হলে কখনো মাথায় হাত দিয়ে কান্নাকাটি করে বাড়ি মাথায় করেন না 
12179,Education,Facebook,Anger,সে ভাববে তুমি তাকে শ্রদ্ধা কর না । যদি তা না কর 
8787,Personal,Youtube,Love,"ধনাঢ্য ব্যবসায়ীর ছেলে,, তৌহিদ আফ্রিদি আর ও দেশের বাকী ধনাঢ্য ছেলেদের আঙ্গুলদিয়ে মনও মানবিকতা দেখিয়ে দেয়☺✌সকল ক্ষেএে "
14625,Sports,Youtube,Anger,মেচ জিতলেও বলার দের প্রতি মনোযোগ দিতে হবে নয়ত বিপদ আছে 
8320,Travel,Youtube,Joy,ভ্লগ ট অনেক ভালো লেগেছে সাথে নাস্তার রেসিপিটাও 
1783,Personal,Youtube,Love,কেন যানিনা চুখে জল চলে আশলো৷ ধন্যবাদ ভাই ৷ 
25790,Sports,Youtube,Joy,"এই অনুস্ঠানের সব সোয়াব আমাদের জাতির বাবা ও আম্মা হাসিনা বেগমের আমল নামায় লিখুক আল্লাহ,,সবাই বলেন,,, আমিন,,,,, "
2743,Education,Youtube,Anger,শুধু শুধু ১২.১৫ মিনিট নষ্ট না করলেও পারতেন ভাই।😐😐😐 
16096,Education,Youtube,Love,ইসলাম ধর্ম আনতে পারে জাতির শান্তি৷ এটাই হল সত্য 
15601,Politics,Youtube,Anger,এই সরকার থাকলে ভোটার দিতে হবে না ছাত্রলীগ নিজেরাই ভোট দিব 
2791,Music,Youtube,Love,"সুযোগ করে দিলে আপনাদের সাথে কাজ করতে চাই,ইনশাহ্আল্লাহ্ ভালো কিছু হবে "
9272,Politics,Youtube,Sadness,"কিসের ফাসি হবে কিছুই হবে না এই দেশে, এই দেশ চুদমারানির দেশ বেশ্যালয় দেশে পরিণত হয়ে গেছে "
12312,Politics,Youtube,Sadness,বি এনপির আমলে অনেক বোমাবাজির অবদান আছে তারেকের চুরির অবদান তারেক পালাইয়া থাকে এগুলো বলেন 
17080,Personal,Youtube,Love,"ভালো বাসার মানুষ, অনেক ভালো লাগলো এন্ড শুভ কামনা ভাই 😍😘 "
27962,Entertainment,Youtube,Joy,রোকেয়া হিসেবে সারিকা সাবা বেস্ট হবে পলাশ ভাইর সাথে 
184,Education,Youtube,Love,বেশিই জোস হইসে স্যার💕 
9429,Personal,Facebook,Surprise,আর এইটা তে লাইকের অভাব নাই! স্ট্যাটাস টা কে দিল তা পরে ভেবে দেখা যাবে 
328,Game,Youtube,Joy,লাস্টে ভূঁইয়া দিয়ে খুব ভালো করে অনিক তার জন্য ধন্যবাদ লাস্টে ভূঁইয়া দিতে গেলে অনেক ভালো 
18146,Personal,Youtube,Sadness,ফাপর বাজি একটু কম দাও। ভাইবো না তুমি একাই কলকাতা গেছো। 
8435,Personal,Youtube,Love,সত্যি আজ মন থেকে আপনাকে স্যালুট জানাই😍😍 
20637,Food,Youtube,Joy,খাওয়ার আগে হাত ধুয়ার জন্য কসকো সাবান দিয়েছিলো নিশ্চয়ই ?? 
9114,Politics,Facebook,Sadness,ফ্রিডম পার্টিসহ বিভিন্ন অগণতান্ত্রিক এবং অগ্রহণযোগ্য ব্যক্তিদের দলে নিয়ে আসা। দ্বিতীয় অভিযোগ 
26907,Education,Youtube,Love,কিছু লোকের কথায় কাজে জাদু থাকে তেমনি এরা দুইজন 😍😍 
12425,Politics,Youtube,Fear,আমরা সবাই শেষ হয়ে যাব ভাই 
20590,Sports,Youtube,Love,বাংলাদেশ ভালো খেললে কেন জানি মনটা অনেক বেশি ভালো থাকে নিজেকে গর্বিত মনে হয় মন থেকে 💔💔🇧🇩🇧🇩✌✌ 
5079,Business,Youtube,Sadness,"৮৫০ টাকা, কইয়া এখন ৪৬০০ টাকা মানে কি "
12967,Personal,Youtube,Joy,ভাই অনেক অনেক ভালো লাগলো ধন্যবাদ আপনার টিম কে। 
8682,Politics,Youtube,Anger,"র‍্যবের অভিযান চালিয়ে গ্রেফতার করা হলো দিন মজুরিদের😭 আর কারখানার মালিক দের ছাড় দিলো, এটাই আমার বাংলাদেশ "
10787,Food,Youtube,Sadness,"ভাই খালী ঢাকা শহর দেখান, বড়লোকের শহর তাই সারাদিন দেখান,বাংলাদেশে আর কোন জেলা শহর নাই "
16677,Sports,Youtube,Sadness,জীবনে অনেক ফালতু অনুষ্টান দেখেছি কিন্তু এটাই সবচেয়ে ফালতুর দিকে বেষ্ট ছিল😂 
19672,Politics,Youtube,Surprise,কোন দেশে বাস করি রে ভাই এটা মুসলিম দেশ না কি 
13481,Entertainment,Youtube,Joy,আমার কিছু বলার আছে 
24406,Music,Youtube,Joy,"নিউ সিংগার হওয়া মাত্র কপি করা শুরু,,, বাইদা ওয়ে বেস্ট অফ লাক "
25702,Music,Youtube,Joy,আমাকে সাবস্কিরাইব করলে আমি দুই দিনের মধ্যে একজনকে দুইটি সাবস্কিরাইব করব সত্যি সত্যি ইনসাল্লাহ 
16311,Politics,Facebook,Anger,কেউ হয়তো জন্মের পর হতে মা বাবার স্নেহ ভালবাসা পায়নি 
21666,Politics,Youtube,Joy,মেঘ দেখে কেউ করিসনে ভয় আড়ালে তার সূর্য হাসে 
2076,Politics,Youtube,Sadness,কে বলেছে আপনাদেরকে ভোটকেন্দ্রে ঢুকতে দেয় নাই। আওয়ামী স্বৈরাচার বসে আছে আপনাদের যাওয়ার জন্য। 
22277,Personal,Youtube,Joy,অনেক ভালো লাগছে আফ্রিদি ভাই তোমাকে অনেক ধন্যবাদ 
17395,Personal,Youtube,Joy,কিরন দার জন্য অনেক দিন পর আফ্রিদির ব্লগ দেখলাম❤❤ 
10423,Entertainment,Youtube,Joy,"আরে ভাই ফাটাইয়া দিলি শেষে, কিন গানরে বাবা "
7954,Music,Youtube,Sadness,বালের ভিডিও। বালের মডেল। বালের লিরিক। বাল। বোকাচুদা। 
18261,Music,Youtube,Joy,আরো চাই এমন গান 
2955,Sports,Youtube,Love,"আল্লাহ যেনো আকবার আলি বোন কে জান্নত, নোছিব করেন "
112,Music,Youtube,Love,মাশাল্লাহ ভাই আপনার গানের গলাটা খুব সুন্দর 😍😍 
12070,Politics,Youtube,Anger,"এটাই বাংলাদেশ , নারীদের কোন সম্মান করা হয় না "
17510,Personal,Youtube,Joy,ভাই গাইতে ইচ্ছে করে 
19485,Personal,Youtube,Joy,বাংলাদেশের হেটার্স বিহীন দুই লিজেন্ড একসাথে দেখতে পেরে অনেক ভালো লাগছে 
9509,Personal,Youtube,Love,সত্যিকারের হিরো তো তাবির ভাই তাবির ভাইকে যারা ❤ ভালোবাসেন তারা 👍 লাইক দেন 
13965,Politics,Youtube,Sadness,"এই মাদার চোদ তোরা কি খাবি সেটা ভাব আগে, "
11964,Food,Youtube,Joy,পুরাই অস্থির । মুখে পানি চলে আসে 
27479,Education,Facebook,Joy,এই নাও কাঁচামরিচ। একটা বিড়ালের দিকে আঙ্গুল দেখাইয়া বলিলেন 
16325,Personal,Youtube,Surprise,এটা কি রাজ পুএ তাপোশ পাল 
10589,Sports,Facebook,Love,আমি চাই অন্তত এক দিনের জন্যে হলেও মেসি আবার ওল্ড বয়েজের জার্সি পরবে 
2246,Politics,Facebook,Joy,শাহরুখ খানসহ বাবা অনিল কাপুরকেও নাচতে দেখা গিয়েছিল 
27239,Entertainment,Youtube,Anger,ভাই ফিনিশিং টা আরও অনেক অনেক ভাল হতে পারতো ! 
12855,Personal,Facebook,Sadness,তারাও অযথা ভ্যাটের নামে টাকা আদায় করে। কেউ চালান কাগজ দিতে অস্বীকার করলে 
25234,Entertainment,Youtube,Joy,এত ভালো লাগে এ জুটি টা। আর দুজনের অভিনয় ও দারুন। 👍👍👍 
13593,Music,Youtube,Love,"পারভেজ ভাই,মাশাল্লাহ, আল্লাহ তায়ালা আপনার কন্ঠে আরো মধু ঢেলে দিক। "
27918,Education,Facebook,Surprise,কিন্তু অত পর্দানশীল (!!) মেয়েটির পরনে মে বি ছোটবেলার লেগিংস 
1154,Personal,Youtube,Love,আমার দেখা সেরা ব্লগ। ধন্যবাদ জানিয়ে ছোট করবো না তৌহিদ আফ্রিদি ভাই কে। 
22334,Personal,Facebook,Love,মমতার আড়ালে অন্যকিছু ছিলো ? তা কোনোদিন জানাওনি আর কোনোদিন জানাবেও না । ভালো থেকো মা 
20510,Entertainment,Facebook,Sadness,বাণিজ্যিক ধান্দা বাজির একটা বিশাল দালান। আমার স্ত্রীকে ভুল তথ্য দিয়ে 
10858,Entertainment,Youtube,Sadness,সাফা নাটক দেখতে চাই না। 
17943,Education,Facebook,Anger,অনুকরন বা শিখিয়ে দেয়া প্রকাশ ভঙ্গির ভবিষ্যত কখনোই ভাল হতে পারেনা । কারো প্রকাশে তীব্রতা থাকবে 
25032,Business,Youtube,Joy,ভাই আমি একটা কিনতে চাই।কিভাবে পাবো?? 
1048,Sports,Youtube,Love,বাংলাদেশ জাতীয় দলকে এরকম ক্ষিপ্রতা কোন দিন দেখিনী অনেক কিছু শেখার আছে এই দল থেকে 
19470,Personal,Facebook,Anger,আমি থাকি বদ্দ কোনে দেখবে কেবা আমায় তুমি 
1189,Personal,Youtube,Love,এই ভাবে সব পথশিশুদের পাশে দাঁড়াবে সব সময় 
7306,Education,Facebook,Surprise,তোমার কি মনে হয় না মেয়েটা সুন্দরী? সেটা ম্যাগাজিনের প্রচ্ছদে হোক বা বাস্তব জীবনে 
24837,Politics,Youtube,Sadness,"এক নারী আল্লাহ্কে গালাগালি করেছেন,, ভিডিও টি দেখতে আমার চ্যানেলে ভিসিট করুন,,, আমরা এর বিচার চাই। "
15581,Music,Youtube,Anger,নাটক বুঝো আবেগ বুঝো না😎😎😎 
3252,Personal,Facebook,Anger,পার পাবে না একটাও..... আমি চাই না আমার মতো আর কেউ নিজের বোন হারাক 
15094,Music,Youtube,Anger,একটু ভালবাসার জন্য ।আজ আমার জীবনটাই তেজপাতা করে দিলাম😭😭😭😭😭😭 
1161,Politics,Youtube,Sadness,মেয়ে হাফ বাংলাদেশী আর হাফ ফেরেংগী সেতো ভুয়া কথা বলবে ই 
26529,Sports,Facebook,Love,আমাদের ব্রো। একজন ইম্রুল কায়েস যে একটি দলের জন্য কত বড় সম্পদ 
23738,Food,Youtube,Joy,হিজাব করলে যে মেয়েদের কে কত সুন্দর লাগে তা নওশিন কে দেখে বুজা যার 
400,Business,Facebook,Love,"চলুন দেখে নেই কি কি মাইল ফলক স্পর্শ করলেন আমাদের টাইগার রা।"" "
2947,Personal,Youtube,Love,"ভাইয়া আাপনি মানুষ না, দেবতা। আপনাকে আমি খুব ভালোবাসি। "
6899,Personal,Facebook,Surprise,চাঁদা ! তাও আবার এক হাজার টাকা ! কলিমউদ্দিন ওরফে কলা আপত্তি তুলে বসল 
19711,Politics,Facebook,Joy,আমি যেন মেয়েদের মন বুঝতে পারি। দৈত্য : পল্টু 
13180,Personal,Youtube,Joy,অসাধারন একজন মানুষ প্রিয় আফ্রিদি ভাই এভাবেই মানুষের পাশে দারাও আমরাও আছি তোমার পাশে ধন্যবাদ 😍 
19609,Politics,Youtube,Joy,দারুন সাংবাদিকতা! এভাবেই সকল অন্যায় দূর হয়ে যাক ধীরে ধীরে 
14007,Entertainment,Youtube,Sadness,শামিম শারিকার শিন টা না দেওয়া উচিত। পরিচালক সাবধান এধরনের শিন থেবে 
23779,Education,Facebook,Anger,ব্যস্ত আমি ভীষণ রকম সময় তো নেই কোনো। আলীবাবার দরজা খোলা চল্লিশ চোর এলে 
22021,Politics,Youtube,Surprise,ভারতে ভুপেন হাজারিকার ব্যয় হয়েছিল ২০০০ কোটি টাকা ! 
21301,Travel,Youtube,Sadness,"অন্য বিমানে তাকে বিমান বালা আর বাংলাদেশ বিমানে আছে বিমান খালা,,, "
20711,Politics,Youtube,Sadness,"আওয়ামীলীগ,,,কুএালীগ তোদের বিচার অতি তারাতাড়ী হবে।সময়ের অপেক্ষায় থাক। আপু আপনাকে ধন্যবাদ,আমরা আছি আপনার সাথে। "
22011,Entertainment,Youtube,Sadness,খালি সামনে চলে আসে কি যে একটা অবস্তা 
20145,Music,Youtube,Love,আল্লাহকে হযরত মোহাম্মদ সাঃ কে যাঁরা যারা ভালোবাসেন তাঁর লাইক কমেন্ট করেজানিয়ে দেন💓💕😀 
21649,Personal,Facebook,Sadness,নারী পরকীয়া করে । তাই আমেরিকায় আর্নল্ড শোয়ার্জনেগার 
7005,Personal,Twitter,Joy,বাংলাদেশ ছাত্রলীগের প্রতিষ্ঠা বার্ষিকী ; গৌরব ঐতিহ্য সংগ্রাম ও সাফল্যের ৭১ বছর.... 
3172,Personal,Facebook,Surprise,ক্যাসেট প্লেয়ার সবই তারা নিয়ে গেল। এমন কি টেবিলে রাখা সুন্দর ফুলদানিও অদৃশ্য। গুলতেকিন হতভম্ব। সে বলল 
25396,Personal,Youtube,Sadness,রানা স্টার হয়ে এখন সবার ভাই হয়ে গেছে। বাকি রানাদের খবর নাও। রানাকে আর দেখতে হবে না। 
27590,Entertainment,Youtube,Love,আরফান নিশো আমার পছন্দের নিশো আপনাদের কার কার পছন্দের লাইক দিন ❤❤❤👍👍👍 
23768,Sports,Youtube,Joy,"ছেলেটা বিশ্বকাপ স্কোয়াডে একটা জায়গা ডিজার্ব করত...যাইহোক,দেরিতে হলেও নির্বাচকরা ওকে দলে নিয়েছে... "
8490,Health,Facebook,Joy,হাত হবে জীবাণুমুক্ত এক নিমিষেই। পপকর্নের সাথে মুভি দেখুন নিশ্চিন্তে 
20582,Politics,Youtube,Sadness,মাঝে মাঝে মনে হয় কোন দেশে বাস করি কোথায় বাস করি।ছিঃ ছিঃ 
18541,Sports,Youtube,Sadness,ছােট একটা বম ফাটি দিলে ভাল হতাে সব সয়তান 
25339,Politics,Youtube,Sadness,তোমার মা তোমার কাকার সাতে কি চোদা চোদি করচিলো তরমাচিলো একটা কাংকি তুহলে একটা বেস্সা 
6326,Personal,Facebook,Love,কারণ হল মায়া। মেয়েরা মায়ার টানে ফেলনা জিনিষও ফেলে না। অসংখ্য কষ্ট 
16276,Music,Youtube,Joy,যত শুনি তত ভাল্লাগে কয়বার শুনছি নিজে ও জানিনা🔥🔥🔥 
19379,Sports,Youtube,Sadness,পাপনের মাইয়ারে চুদতে চাইছে নাসির কিন্তু ওর লাইপ শেষ করে দিলো এখন সাকিব কেও শেষ করে দিলি 
3617,Politics,Youtube,Anger,আরে বাংলাদেশি ভাই দুনিয়ার কুতায় এমন খারাপ অবস্থা নাই 
7810,Politics,Youtube,Joy,মুমিন মুসলমান যেমন আছ ইবলিশ শয়তানও আছে। সর্বোপরি মানুষকে খাঁটি মুমিন হতে হবে 
9485,Food,Youtube,Anger,"সবাইকে অনুরোধ করবো, এটা কোথায়, এটা কোথায় কমেন্ট করার আগে একটু ডেসক্রিপশন বক্সটা চেক করে নেবেন। "
6687,Politics,Facebook,Anger,আমি নাকি মনে মনে পুরুষালি। তিনি একবার চেয়েও দেখলেন না 
14470,Education,Facebook,Sadness,এখন আবার তারাই বিদ্যুতের জন্য মিছিল করছে। সরকার হইয়া জন্মাইয়া সরকার বিপদেই আছে 
9588,Food,Youtube,Sadness,আচ্ছা ভাই বুঝে আপনি কি করবেন আপনাদের কি লাভটা হয় বুঝি না 
4218,Food,Youtube,Love,নওশীন আপু কে হিজাব পড়াতে খুব সুন্দর লাগছে। ♥️ 
17443,Sports,Facebook,Joy,কিন্তু ওকে ছাড়াও আমরা শক্ত দল।’ গত মৌসুমেও লম্বা সময় খেলতে পারেননি মেসি 
3277,Personal,Facebook,Sadness,বাবার নাম ভাঙ্গিয়ে আর কত কাল খাবে? এবার ওদের ঘুমোতে দাও আত্মা শান্তি পাবে 
15258,Personal,Youtube,Love,ভাই আপনি বগুড়ায় কবে ব্লক করতে আসবেন আমি আপনার অনেক বড় ফ্যান 
235,Personal,Youtube,Love,ধন্যবাদ দিয়ে ছোট করবো না..... 
3224,Personal,Youtube,Love,ভাই আপনি আর আপনার মন অনেক ভালো আফ্রিদি ভাই 
25772,Personal,Youtube,Joy,"অনেক ভালো হয়েছে। আফ্রিদি, "
12627,Sports,Youtube,Sadness,সাংবাদিকরা একটু বেশিই বলে। যত হয়েছে তত টুকু বলাই ভাল  
18197,Sports,Facebook,Joy,তারা সবসময় সামনের দিকেই অগ্রসর হয়। এগিয়ে যাও আর্জেন্টিনা 
14851,Personal,Youtube,Joy,ভাই ঐ তারা রা ব্যাকগ্রাউন্ড মিউজিক টা কই পাবো..? 
25903,Sports,Youtube,Joy,দোয়া ও শুভ কামনা রইলো বাংলাদেশ ক্রিকেট টিমের জন্য। 
21453,Entertainment,Youtube,Joy,কেমন একটা অতৃপ্তি দিয়ে সমাপ্তি ঘটল...এমন নাটকের ২য় অধ্যায় কাম্য...তবে শেষ দৃশ্যের গানটা বেশ 
24119,Politics,Youtube,Sadness,"রাস্তায় পুলাপান চুমা দিলে অন্যায়, আর ক্যামেরার সামনে দিলে আইডল। 👍👍👍👍👍👍👍👍 আর এতে কোনো দোষ নাই। "
15145,Politics,Youtube,Sadness,তাকে জনগণের হাতে তুলে দাও জনগণই তার শাস্তি দিবে 
24150,Politics,Twitter,Joy,অবিনশ্বর। ইতিহাসে এই তিনটি নাম একই সূত্রে গাঁথা। তেমনি ইতিহাস 
5659,Personal,Facebook,Anger,পছন্দ হয় কিন্তু দামের জন্য বলতে পারিনা। অবশেষে দোকানীকে বললাম 
4364,Sports,Youtube,Love,লিটন বাংলাদেশের সেরা ওপেনার হয়ে উঠবে ইনসা আল্লাহ 
25543,Politics,Youtube,Sadness,"বালের গান, বালের ভিডিও, বালের মডেল, বালের সংবাদ "
27093,Politics,Facebook,Anger,শেষ হবে মৃত্যুর পর। এই যুদ্ধক্ষেত্র থেকে পালনোর চিন্তা করে লাভ নেই 
25194,Politics,Youtube,Sadness,ছাত্রলীগ সবাই খানকির। আওয়ামীলীগ সবাই খানকিরপুত কুত্তার ফুট। 
12692,Game,Youtube,Joy,খুব ভালো ভাই সুপার 
20349,Education,Facebook,Joy,কারন সেই মানুষটিই হয়তো আপনার জীবন পালটে দিতে পারে। ১০। কর্মী হলে বন্ধু পাবেন 
11164,Personal,Youtube,Love,আফ্রিদি ভাই সালাম তোমাকে তুমি আসল হিরো 
11285,Politics,Youtube,Anger,হায় আল্লাহ এই এতিম গুলোর এখন কি হবে😥😥😥 
9010,Personal,Facebook,Joy,আজকের আবহাওয়া কেমন থাকবে বলে জানা গেছে ? সে বললো - : আজকে অতীব সুন্দর 
15624,Travel,Youtube,Anger,লিজেল কই আপি??লিজেল ছাড়া পার্টি অসম্পূর্ণ।।। 
24527,Politics,Youtube,Sadness,আপু তো ভোট দিতে আসে নাই আপু টিকটক ভিডিও বানাইতে আসছে 
4609,Personal,Facebook,Sadness,এটা অনেকেই জানি না। যার বেশীরভাগটা নিয়ন্ত্রকদের পেটে যায়। হরিলুট হয় ড্রাগ সংরক্ষণ কর্মকর্তা 
13478,Entertainment,Youtube,Anger,তবে শেষ টা এমন হয় হি🙄😥😥 
9094,Personal,Youtube,Anger,ভাইয়া আমি নামাজ পড়ে দোয়া করবো ভাইয়া আমাকে ছোট একটা চাকরির ব্যবস্থা করে দেন না গো ভাইয়া 
2981,Education,Facebook,Anger,এই ঝড়ে আমার ছেলেরা না খেয়ে না ঘুমিয়ে যুদ্ধ করছে 
3930,Personal,Facebook,Anger,মুসলিম সমাজ দুর্নীতিতে ছেয়ে যাবে এবং আমাদের ভবিষ্যৎ হবে অসম্মানজনক। লর্ড বার্নার্ড' শ একবার বলেছিলেন 
23679,Personal,Youtube,Joy,প্লিজ সবাই তাওহীদ আফ্রিদি ভাই এর ফ্যান ক্লাব টার দিকে একটু তাকাইয়েন😍😍 
24341,Education,Youtube,Joy,ভাই এবার শুকুন বাদাইম্মার একটা একটু মরিচ জ্বাল চাই ★★★ 
4188,Entertainment,Facebook,Sadness,সিগন্যাল না ছাড়লে গাড়ি কিভাবে সরাবো? আর আমিও ঢাকা ইউনিভার্সিটির ষ্টুডেণ্ট ছিলাম 
15915,Business,Youtube,Surprise,আপনার নাম্বার এ ফোন যাচ্ছে না। যদি এটা সত্য হয় তাহলে এমন কেন হবে। 
8354,Travel,Youtube,Joy,"সত্যি সকাল টা অনেক অনেক সুন্দর, পরিবেশ টা অনেক ভালো লাগলো আপু।।। "
7811,Personal,Youtube,Love,ভাইয়া দোয়া করি সব মানুষের পাশে দাঁড়িয়ে থাকা বে 
27928,Politics,Facebook,Sadness,আর তাদের দিকে যারা আমার অধিকার বুটের নিচে পিষে দিয়েছে 
23704,Personal,Youtube,Joy,ভালো লাগলো তোমাদের পথ শিশুদের পাশে থাকতে দেখো 
11771,Education,Youtube,Sadness,ওই ফালতু ছেমরি গুলারা সামনে পাইলে থাপরাইয়া দাত ফালাইয়া দিতাম 
8854,Entertainment,Youtube,Joy,"অনেক ভালো লেগেছে ভিডিওটা।যেটুকু আশা করেছি,,এর থেকেও বেশি ভালো হয়েছে। "
17179,Politics,Youtube,Sadness,পুলিশ সালা কার বাল।ফালায়😌😌😌😌 
5069,Politics,Youtube,Anger,আমিওতো ভাই সেই আশংকায় করছি। মেয়েটার এরকম করা উচিৎ হয়নি 
15814,Entertainment,Youtube,Love,নিশু ভাই কেমনে এত সুন্দর অভিনয় করতে পারে বুজি না।।।লাভ ইউ বসসসসস।।।।। 
4612,Politics,Facebook,Anger,জানি একদিন চোখ থেকে পড়বে শুধু অশ্রুরই ধারা 
1393,Education,Facebook,Anger,তাতে বছরে ৫/৬ মাসের খাবার জুটতো । দারিদ্র্য কি জিনিস 
3746,Politics,Youtube,Anger,"লজ্জা হয় এ জাতির জন্য, ছি ধিক্কার এই সমাজ কে  "
18007,Personal,Facebook,Anger,তার মন পড়ে থাকে মাটিতে। আমি আমার ঘরের বারান্দায় বসে থাকি 
25113,Entertainment,Youtube,Joy,"কে, কে সেপ্টেম্বর , ২০১৯ এ এই নাটক টা দেখছো,,,, "
24589,Sports,Youtube,Joy,"তরুনদের মধ্যে, মোসাদ্দেক, সাইফ এরা দুইজনের একজন সামনে থেকে নেত্তৃত্ব দিবে। কোন একদিন। "
17581,Personal,Facebook,Anger,জয়াদের মতন জাতীয় ক্রাশরা তাদের স্বামীর ক্রাশ হয়ে থাকতে পারেনি তাদের সৌন্দর্য দিয়ে। #লাক্স সুন্দরী শিমলা 
19001,Personal,Youtube,Joy,সুপার ভালো লাগলো তাহিদ ভাইয়া অনেক অনেক ধন্যবাদ 
21698,Entertainment,Youtube,Love,দেই সবার সামনে 💋💋💋 
6913,Politics,Youtube,Anger,"এটা বেশি ঘটে গুলিস্তানে , যা আমার সাথেও ঘটেছে "
17903,Personal,Youtube,Joy,ভাই সিলেট যদি একটি করতেন ভালো লাগতো🤩🤩 
2824,Music,Youtube,Joy,হিরোর বাপ টা অনেক জোস😂⛄🌨 
9862,Personal,Youtube,Joy,ভাইয়া আমি তোমার সাথে কাজ করবো।আমাকে তোমার সাথে রাখো 
8498,Sports,Youtube,Sadness,আগে খেলা বুঝ তারপর এইসব বাল ছাল ভিডিও বানাও 
11542,Personal,Youtube,Love,"তৌহিদ আফ্রিদী তুমি অনেক ভালো মনের মানুষ, দোওয়া করি তুমি সাবার পাশে থাকো, ধন্যবাদ ভাইয়া "
7868,Personal,Youtube,Love,ভাইয়া বলার কিচু নেই এগিয়ে জান ভাইয়া গরিবের পাসে থাকুন 
9667,Personal,Youtube,Joy,"যদিও আমি ব্লগ দেখি না, তবে এই ব্লগটা পুরোটা দেখলাম "
3610,Sports,Facebook,Joy,তাকে নিয়ে সমালোচনার কথা । এরপর থেকেই তিনি আরো দৃঢ় প্রতিজ্ঞ । এবং দেখুন স্বপ্ন যখন অটুট 
22868,Sports,Youtube,Joy,খেললে এভাবে ভয়ডর হীন ভাবেই খেলা উচিত 😍 
17880,Politics,Youtube,Sadness,ইসলামের আইন অনুযায়ী তাদেরকে পাথর নিক্ষেপ করে মিত্র দেওয়া হোক 
12722,Personal,Youtube,Love,তাবিবের কথা আলাদা করে বলার কিছু নাই। অসাধারণ একজন মানুষ। এগিয়ে যান তাবিব ভাই। 
9036,Education,Facebook,Joy,আয় মুল্লা’ বলে। আসলে তিনি ‘এই মোল্লা’ বলে ডাকতে চাইছিলেন। সে যাই হোক 
12744,Education,Facebook,Joy,রিকশাওয়ালার খোঁজখবর নেয়। রিকশা থেকে নামার সময় তাঁকে ১০ টাকা বকশিশ দেয়। আর বলে 
10019,Personal,Youtube,Love,"ভাই এক কথাই অসাধারন, সামনে আর সুন্দর সুন্দর ভিডিও চাই❤️❤️❤️তৌহিদ আফ্রিদী। "
24292,Personal,Facebook,Joy,মনের আলোয় হাসছি দেখো পাগল হয়ে বন বাজারে 
23361,Game,Youtube,Joy,সহজে নতুন সিটি খোলার একটি উপাই বলে দিয়েন প্লিজ 
3871,Personal,Facebook,Surprise,কেমন আছেন? একি স্বাস্থ্য হয়েছে আপনার? তার উজ্জল চোখ 
518,Sports,Youtube,Anger,"১০০০০ মেচ হারবে আর একটা কনোভাবে জিতে লাফালাফি আরাম্ব করে দিবে, এটাই হলো বাংলাদেশ "
18258,Entertainment,Youtube,Joy,"বিউটিফুল একটি নাটক নিশো আর তানজিন তিশা অসাধারণ অভিনয় করছে,, আমার প্রিয় জুটি,, "
2788,Education,Facebook,Sadness,তাহলে ওই হতচ্ছাড়ার নাম বলো। এক্ষুনি গিয়ে দাঁত ভেঙে দিয়ে আসি। স্ত্রী বলল 
3100,Entertainment,Youtube,Anger,রোকেয়ার নাম্বার বন্ধ করে দিছেরে রোকেয়ার নাম্বার বন্ধ করে দিছে 
8749,Sports,Youtube,Joy,ভাই আপনি যেভাবে হাঁ করে আছেন! তাতে তো দুই মিনিটেই ডেঙ্গু ঢুকে যাবে। 
22151,Music,Youtube,Joy,"রাহাত ভাই সবগুলো গান আলাদা ভাবে এই মিউজিকের উপর পারভেজ ভাইয়ের কন্ঠে পেতে ইচ্ছুক, যদি সম্ভব হয়। "
13879,Sports,Youtube,Anger,এই সব আরো অনেক আগে হওয়ার কথা ছিল। 
4921,Personal,Youtube,Love,আমি সবাই ককে রিস্পেক্ট জানাচ্ছি যে এই পথ শিশুদের পাশে দাড়াতে দেখে অনেক ভালো লাগে♥♥♥♥♥♥♥ 
25084,Personal,Youtube,Joy,আসসালামুআলাইকুম কেমন আছেন ভাই আসলে খুব জোস🤔🤔🤔 
3340,Entertainment,Youtube,Love,ফিরে এসো তোমাকে ছাড়া কি নিয়ে বাচবো বলে দাও আজ ও তোমারি অপেক্ষায়। 
27053,Sports,Facebook,Anger,যেখানে স্কোরিং চান্স ক্রিয়েট হয় ৫ শতাংশ মাত্র 
15831,Personal,Facebook,Anger,আমি শুধু যাই দূরে। আমি দূরে যাই- স্বপ্নের চোখে তুমি মেখে নাও ব্যথা-চন্দন চুয়া 
381,Politics,Youtube,Sadness,মাগির পোলারে পুটকি দিয়ে লাল শিক গরমকরে দেয়া হোক😬😬😬😬😬😬😬😬😬 
18103,Personal,Facebook,Anger,আর রয়ে যাবে স্মৃতির পাতায় । যতোদিন সে সাথে থাকবে 
4711,Business,Youtube,Sadness,কেন ভাই এসব ভুয়া ভিডিও বানাচ্ছেন 
1453,Personal,Youtube,Love,আগে দেখতাম না। কিন্তু এখন থেকে দেখবো ৭৫% 
